city_codes,district_codes,room_number,house_type_codes,year,floor,elevator,plot,condition,EEC_codes,m^2,€/m^2
1,290,4,2,1989.0,-0.5,0,0,1,23,93,2688.0
1,290,4,1,1961.0,1.0,0,1,1,17,149,2195.0
1,297,4,0,1931.0,0.33,1,1,1,34,98,8571.0
1,297,4,0,1949.0,0.5,1,1,0,14,63,6190.0
1,297,4,0,1932.0,0.17,1,1,2,19,82,7488.0
1,297,4,0,1939.0,0.33,1,1,1,19,110.5,5566.0
1,302,4,2,1978.0,1.0,0,1,1,20,127,3992.0
1,302,4,2,1975.0,1.0,0,1,1,34,135,4030.0
1,302,4,2,1967.0,-0.5,0,1,2,11,168,3494.0
1,302,4,2,1960.0,1.0,0,1,2,19,84,4524.0
1,305,4,0,1989.0,0.33,0,0,2,27,81,3086.0
1,305,4,0,1969.0,0.67,0,1,2,27,99,3081.0
1,305,4,0,2003.0,0.6,1,0,2,18,87,3351.0
1,305,4,2,2008.0,0.5,0,0,2,25,101,4436.0
1,305,4,0,1990.0,0.8,1,0,2,27,112,3214.0
1,306,4,2,2001.0,1.0,0,1,2,16,109,3486.0
1,307,4,2,1972.0,1.0,0,1,1,19,111,2766.0
1,307,4,1,1971.0,-0.5,0,1,2,17,145,2966.0
1,307,4,1,2022.0,-0.5,0,1,2,7,123,4675.0
1,319,4,0,1965.0,0.71,1,1,2,27,99,8384.0
1,320,4,1,1983.0,0.5,0,0,1,17,134,2873.0
1,320,4,2,1981.0,0.5,0,0,2,16,99,3535.0
1,320,4,2,1988.0,1.0,0,0,2,17,89.5,3184.0
1,320,4,2,1981.0,0.5,0,0,2,16,99,3510.0
1,323,4,2,1966.0,1.0,0,1,1,20,99,2525.0
1,323,4,2,1998.0,1.0,0,1,1,19,105.5,3583.0
1,324,4,0,1939.0,0.67,0,1,2,23,119,6681.0
1,324,4,0,1932.0,1.0,1,1,2,17,150,7333.0
1,324,4,0,1938.0,0.4,1,1,1,24,143,6294.0
1,326,4,0,1962.0,0.88,1,1,1,24,90,8833.0
1,326,4,0,1902.0,0.4,1,1,2,27,172,10116.0
1,326,4,0,1963.0,0.33,1,1,2,23,116,7069.0
1,326,4,0,1928.0,0.4,1,1,0,23,212,7807.0
1,326,4,0,1904.0,0.67,0,1,0,25,123,7724.0
1,326,4,0,1928.0,0.43,1,1,2,34,95,8105.0
1,326,4,0,1938.0,1.0,1,1,1,27,131,10000.0
1,331,4,0,2018.0,0.82,1,1,2,10,85,7682.0
1,341,4,2,1984.0,1.0,0,1,1,23,92,3337.0
1,341,4,2,2018.0,1.0,0,1,2,10,132.5,4151.0
1,342,4,2,2017.0,0.5,0,1,2,10,166,3193.0
1,342,4,0,1965.0,0.75,1,0,2,31,93.5,2652.0
1,342,4,2,1988.0,0.5,0,0,1,17,77,3701.0
1,346,4,0,1963.0,0.33,0,0,1,34,94,3830.0
1,347,4,2,1985.0,0.5,0,0,2,23,95.5,2890.0
1,347,4,2,1977.0,0.5,0,0,0,25,94,1755.0
1,347,4,2,1977.0,1.0,0,0,2,25,94,2500.0
1,347,4,2,1975.0,0.5,0,0,2,19,96.7,2451.0
1,354,4,0,2014.0,0.5,1,0,2,9,113,3708.0
1,354,4,0,2014.0,0.5,1,0,2,9,100,3800.0
1,354,4,0,2005.0,0.38,1,0,1,11,87,4195.0
1,356,4,2,2004.0,0.5,0,1,2,17,93.5,4439.0
1,356,4,2,2001.0,0.5,0,1,2,17,84.5,5207.0
1,356,4,2,2009.0,-0.5,0,1,2,16,111,4631.0
1,356,4,2,2005.0,-0.5,1,1,1,27,106.5,4141.0
1,356,4,0,2008.0,0.6,1,0,2,20,93,4247.0
1,358,4,2,2005.0,-0.5,0,0,1,11,93.5,3091.0
1,358,4,2,1980.0,1.0,0,1,2,17,112,3384.0
1,358,4,0,2006.0,0.92,1,1,2,20,143,5234.0
1,358,4,2,2004.0,1.0,0,0,2,20,113,2920.0
1,358,4,0,2006.0,0.75,1,1,1,8,89,3652.0
1,358,4,0,2000.0,0.8,1,1,2,14,102.5,5073.0
1,358,4,0,2000.0,0.5,1,0,2,20,95,2842.0
1,358,4,2,1989.0,0.5,0,1,2,23,103.5,3671.0
1,358,4,0,1971.0,0.6,1,1,1,17,159,2698.0
1,358,4,0,1964.0,0.67,1,1,1,25,82,2317.0
1,362,4,0,1988.0,0.5,0,0,2,27,79.5,2704.0
0,14,2,0,2019.0,0.6,1,1,2,10,59,2881.0
0,14,2,0,2003.0,0.83,1,1,2,14,50.5,3505.0
0,14,2,0,2015.0,0.6,1,0,2,10,46.5,3763.0
0,14,2,0,1984.0,0.6,1,1,2,14,67,2343.0
0,15,2,0,1987.0,0.2,1,1,0,14,43,2535.0
0,16,2,0,2014.0,0.67,1,1,2,11,54,5000.0
0,17,2,0,1973.0,0.71,1,1,2,27,62,2984.0
0,27,2,0,2017.0,1.0,0,0,2,10,44.5,3708.0
0,33,2,2,1988.0,1.0,0,1,1,20,55,3291.0
0,36,2,0,1964.0,0.67,0,1,2,34,57.5,4696.0
0,36,2,0,1978.0,0.75,0,1,1,27,56,3804.0
0,36,2,0,1968.0,1.0,0,1,1,25,37.5,5067.0
0,36,2,0,1963.0,0.67,1,1,2,25,52.5,5238.0
0,36,2,0,1969.0,0.17,1,1,2,31,43.5,5701.0
0,36,2,0,1964.0,0.67,0,1,2,14,50,5080.0
0,36,2,0,2019.0,0.25,1,1,2,10,64.5,7302.0
0,36,2,0,1964.0,0.25,1,1,1,14,50,5000.0
0,52,2,0,1967.0,1.0,0,1,1,17,59,2576.0
0,52,2,0,1970.0,0.67,1,1,1,19,56,2821.0
0,52,2,0,1968.0,0.75,0,1,2,24,42,3190.0
0,62,2,2,1994.0,1.0,0,1,2,16,55,3343.0
0,62,2,2,1989.0,1.0,0,1,1,5,60,2800.0
0,62,2,0,2004.0,0.67,0,1,1,14,59,3169.0
0,62,2,0,1979.0,1.0,0,1,2,20,56.5,2513.0
0,76,2,0,1968.0,1.0,0,1,1,17,54.5,2477.0
0,76,2,0,1970.0,0.25,0,1,2,11,56,3143.0
0,76,2,0,1970.0,0.8,1,1,2,14,45,3333.0
0,80,2,2,2013.0,1.0,0,1,2,16,63,4206.0
0,80,2,2,2016.0,0.5,0,1,2,10,43,4977.0
0,80,2,0,2015.0,0.5,0,0,2,10,49,4265.0
0,80,2,2,1992.0,0.5,0,1,2,14,62.5,2944.0
0,86,2,0,1987.0,1.0,0,1,2,17,57.5,3200.0
0,86,2,0,2002.0,1.0,1,1,2,11,45,4400.0
0,86,2,0,1988.0,0.6,1,1,2,14,49,3249.0
0,86,2,0,2005.0,1.0,1,1,2,16,45.5,4879.0
0,86,2,0,2014.0,0.29,1,1,2,1,44,5432.0
0,88,2,0,1989.0,0.4,1,1,2,14,56,2768.0
0,88,2,0,1984.0,0.4,1,1,1,14,67,1791.0
0,88,2,0,1985.0,1.0,1,1,2,16,44.5,3798.0
0,89,2,0,1981.0,0.63,1,1,1,19,50,3240.0
0,89,2,0,1972.0,1.0,0,1,2,23,47,2872.0
0,89,2,0,1972.0,0.17,1,1,2,20,64,2813.0
0,89,2,0,1990.0,0.2,1,1,2,27,44,3409.0
0,89,2,0,1987.0,0.6,1,1,1,17,60,2750.0
0,89,2,0,1999.0,0.77,1,1,2,9,60,5649.0
0,89,2,0,2009.0,0.5,1,1,2,16,53.5,4860.0
0,89,2,0,1990.0,0.75,1,1,2,19,46,4130.0
0,113,2,0,2006.0,0.5,1,1,2,20,36,4667.0
0,118,2,0,2004.0,1.0,0,1,2,9,49,4359.0
0,137,2,2,1979.0,1.0,0,1,2,19,62,3306.0
0,137,2,2,1976.0,1.0,0,1,1,19,58.5,2906.0
0,144,2,0,1989.0,0.33,0,1,1,27,54,3454.0
0,144,2,0,2021.0,0.71,1,1,2,3,44,6239.0
0,144,2,0,1961.0,1.0,0,1,1,33,46,4065.0
0,144,2,0,2001.0,0.4,1,1,2,27,41.5,5301.0
0,144,2,0,2003.0,0.4,1,1,2,19,55.5,4054.0
0,144,2,0,1984.0,1.0,0,1,1,14,59,3119.0
0,144,2,0,1987.0,1.0,1,1,2,16,49,4265.0
0,144,2,0,1987.0,0.88,1,1,2,8,66,4273.0
0,144,2,0,1987.0,0.33,1,1,2,14,52,3462.0
0,144,2,0,2021.0,0.43,1,1,2,3,44,6273.0
0,144,2,0,2011.0,0.5,1,1,2,16,40,5975.0
0,144,2,0,1990.0,0.4,1,1,2,14,57.5,4087.0
0,144,2,0,2018.0,0.13,1,1,2,10,40,5800.0
0,144,2,0,1985.0,0.4,1,1,2,11,46,4065.0
0,144,2,0,2021.0,0.5,1,0,2,7,44.5,4494.0
0,144,2,0,1987.0,0.67,1,1,2,14,52,4231.0
0,146,2,0,1983.0,0.25,0,1,1,14,56.5,3327.0
0,147,2,0,2019.0,1.0,1,1,2,10,43,5523.0
0,154,2,0,1964.0,0.14,1,1,1,31,54,2370.0
0,154,2,0,1962.0,0.25,1,1,2,23,47,3787.0
0,165,2,2,1984.0,1.0,0,1,2,20,62,4016.0
0,165,2,2,1984.0,1.0,0,1,1,20,62,3952.0
0,169,2,0,2018.0,0.31,1,1,2,10,44,6795.0
0,169,2,0,2013.0,0.4,1,1,2,16,39,5769.0
0,169,2,0,2004.0,0.29,1,1,2,9,39.5,5063.0
0,169,2,0,1975.0,0.67,0,1,1,19,48,2458.0
0,169,2,0,1974.0,0.5,1,1,2,11,61.5,3496.0
0,169,2,0,2007.0,0.38,1,1,2,20,53.5,4692.0
0,169,2,0,2009.0,0.88,1,1,2,11,52,5473.0
0,169,2,0,1977.0,0.67,1,1,2,11,47,3326.0
0,169,2,0,2018.0,0.44,1,1,2,10,52,5942.0
0,169,2,0,2004.0,0.67,1,1,2,23,50,5300.0
0,169,2,0,1978.0,0.33,0,1,2,14,58.5,2650.0
0,169,2,0,2004.0,0.88,1,1,2,17,53,5340.0
0,169,2,0,1977.0,0.38,1,1,1,23,58.5,2855.0
0,169,2,0,1992.0,1.0,0,1,2,19,52.3,4207.0
0,169,2,0,2001.0,0.17,1,1,1,34,47.5,3979.0
0,169,2,0,2002.0,0.5,1,1,2,14,46,5000.0
0,169,2,0,2018.0,0.5,1,1,2,10,44,6273.0
0,169,2,0,2013.0,1.0,1,1,2,16,39,5641.0
0,169,2,0,2001.0,1.0,1,1,2,34,48.5,4598.0
0,169,2,0,1974.0,1.0,1,1,2,14,47,3936.0
0,169,2,0,1971.0,0.57,1,1,2,27,45,3667.0
0,169,2,0,1975.0,0.67,0,1,1,19,55.5,2613.0
0,169,2,0,2008.0,0.88,1,1,2,20,53.5,5477.0
0,169,2,0,2008.0,0.38,1,1,2,20,46,5435.0
0,169,2,0,1977.0,1.0,1,1,2,14,58.5,3504.0
0,169,2,0,1976.0,0.67,0,1,1,19,59.5,2353.0
0,185,2,0,1989.0,1.0,0,1,2,27,57,2895.0
0,186,2,0,1989.0,1.0,0,1,2,27,50,3210.0
0,201,2,0,1987.0,0.67,1,1,1,14,49.5,3596.0
0,201,2,0,1961.0,1.0,0,1,2,34,40,3875.0
0,203,2,0,2022.0,0.5,1,0,2,7,35,5358.0
0,203,2,0,2022.0,0.33,1,0,2,7,35,5263.0
0,204,2,2,1980.0,1.0,0,1,1,14,64.5,2636.0
0,205,2,0,2005.0,0.5,1,1,2,20,51,6000.0
0,205,2,0,1964.0,1.0,0,1,1,7,53.5,4673.0
0,205,2,0,1963.0,1.0,0,1,1,27,43,4512.0
0,205,2,0,2006.0,0.6,1,1,2,9,56.5,5257.0
0,205,2,0,2017.0,0.2,0,1,2,10,52,5615.0
0,210,2,0,2022.0,0.4,1,1,2,7,46,4663.0
0,210,2,0,2022.0,0.6,1,1,2,7,46,4913.0
0,210,2,2,1990.0,1.0,0,1,2,19,59.5,4084.0
0,211,2,0,1971.0,0.2,1,1,2,23,58,3267.0
0,211,2,0,2002.0,0.67,1,1,2,17,58,3552.0
0,211,2,0,1982.0,0.4,1,1,1,23,48,2979.0
0,211,2,0,2023.0,0.54,1,1,2,4,37.5,5307.0
0,211,2,0,1981.0,0.67,0,1,1,23,56,2768.0
0,211,2,0,2023.0,0.46,1,1,2,4,37.5,5467.0
0,211,2,0,1979.0,1.0,0,1,2,13,46.5,3204.0
0,211,2,0,2023.0,0.31,1,1,2,4,37.5,5067.0
0,211,2,0,2023.0,0.54,1,1,2,4,45.5,5232.0
0,211,2,0,1975.0,1.0,0,1,1,31,46,3696.0
0,211,2,0,2023.0,0.25,1,1,2,7,46,8665.0
0,211,2,0,1984.0,0.67,0,1,2,20,52.5,3905.0
0,211,2,0,2023.0,1.0,1,1,2,4,45,6616.0
0,211,2,0,2012.0,1.0,1,1,2,7,46.5,5849.0
0,211,2,0,1975.0,1.0,0,1,2,25,44.5,4247.0
0,211,2,0,1974.0,0.25,1,1,2,20,61,2689.0
0,211,2,0,1973.0,0.13,1,1,2,27,61.5,3756.0
0,211,2,0,2020.0,0.4,1,1,2,10,43,4884.0
0,211,2,0,1974.0,0.38,1,1,2,14,59.5,2605.0
0,211,2,0,1973.0,0.88,1,1,2,27,60,3500.0
0,212,2,2,1986.0,1.0,0,1,2,14,61,4262.0
0,219,2,0,2014.0,0.5,0,1,2,9,53,4491.0
0,227,2,0,1973.0,0.75,1,1,1,27,60,2167.0
0,227,2,0,1972.0,0.75,1,1,2,34,60,2833.0
0,227,2,0,1973.0,0.4,1,1,0,34,60,2583.0
0,227,2,0,1990.0,1.0,0,1,1,27,45.5,3670.0
0,227,2,0,1973.0,0.5,1,1,2,27,60,3133.0
0,235,2,2,1990.0,1.0,0,1,1,5,42,4762.0
0,235,2,0,2004.0,1.0,0,1,2,14,57.5,3304.0
0,243,2,0,1964.0,0.5,0,1,2,19,54.5,4954.0
0,243,2,0,1963.0,0.57,1,1,1,14,52.5,5010.0
0,252,2,0,2021.0,0.71,1,1,2,3,48.5,5608.0
0,259,2,0,1999.0,0.5,0,1,2,14,50.5,3584.0
0,270,2,0,2003.0,0.83,1,1,2,14,50.5,3465.0
0,271,2,0,2019.0,0.83,1,0,2,10,33.5,5463.0
0,271,2,0,2018.0,0.67,1,1,2,10,41.5,4627.0
0,271,2,0,2005.0,0.33,1,1,2,17,47,4138.0
0,271,2,0,2019.0,0.5,1,1,2,10,37.5,4932.0
0,271,2,0,2005.0,0.2,1,1,2,27,54.5,3963.0
0,273,2,2,1986.0,1.0,0,1,1,20,59,4068.0
0,283,2,0,2013.0,0.2,1,1,2,10,50,5520.0
0,284,2,0,1970.0,0.38,1,1,2,17,56,3036.0
0,284,2,0,1971.0,0.13,1,1,2,14,48,3333.0
0,284,2,0,2008.0,0.33,1,1,2,19,57,3684.0
0,284,2,0,1996.0,1.0,0,1,1,19,51,3431.0
0,284,2,0,1971.0,0.14,1,1,2,27,51.5,2699.0
0,286,2,0,2003.0,0.5,1,1,1,14,46,2935.0
0,289,2,0,2012.0,0.6,1,1,2,13,53.5,3738.0
0,289,2,0,2022.0,0.75,1,0,2,7,38.5,5195.0
0,289,2,0,2012.0,0.8,1,1,2,13,47.5,4842.0
0,292,2,0,1978.0,0.86,1,1,0,14,57.5,1426.0
0,292,2,0,1982.0,0.14,1,1,0,20,59,1695.0
0,293,2,0,2000.0,0.67,1,1,2,9,48,4375.0
0,309,2,0,2014.0,0.31,1,1,2,7,44,7955.0
0,309,2,0,1967.0,0.17,1,1,2,23,47,5479.0
0,309,2,0,1969.0,0.67,1,1,2,23,47,5362.0
0,309,2,0,2021.0,0.4,1,1,2,10,49,7041.0
0,309,2,0,2016.0,0.15,1,1,2,7,58.5,7000.0
0,309,2,0,1964.0,0.33,1,1,2,27,44,5227.0
0,309,2,0,1967.0,0.83,1,1,2,23,47,5638.0
0,309,2,0,2017.0,0.5,1,1,2,10,52.5,7360.0
0,309,2,0,2016.0,0.6,1,1,2,10,48,6854.0
0,309,2,0,2014.0,0.38,1,1,2,7,44,8250.0
0,309,2,0,1956.0,1.0,0,1,2,19,45.7,5361.0
0,309,2,0,1960.0,1.0,0,1,2,11,55.5,5676.0
0,309,2,0,1961.0,0.3,1,1,1,23,38,5789.0
0,309,2,0,1955.0,0.86,1,1,2,34,40,6200.0
0,309,2,0,1958.0,0.5,1,1,1,14,50,4400.0
0,309,2,0,2023.0,0.67,1,1,2,7,39,8974.0
0,309,2,0,1961.0,0.44,1,1,1,31,45.5,5495.0
0,309,2,0,2019.0,0.29,1,1,2,10,42.5,6588.0
0,309,2,0,1960.0,1.0,1,1,2,11,55.5,5045.0
0,309,2,0,2014.0,0.25,1,1,2,16,47.5,7282.0
0,309,2,0,1960.0,0.25,0,1,1,20,49.2,5193.0
0,309,2,0,1954.0,0.67,0,1,2,16,56,5018.0
0,309,2,0,1981.0,1.0,0,1,1,17,42.5,4235.0
0,309,2,0,1958.0,0.4,1,1,1,14,50,5300.0
0,309,2,0,1990.0,0.6,1,1,1,19,47.5,4779.0
0,309,2,0,1956.0,0.75,0,1,1,19,45.7,5142.0
0,309,2,0,2016.0,0.69,1,1,2,7,39.5,8835.0
0,309,2,0,2020.0,0.67,1,1,2,10,46,8000.0
0,309,2,0,1958.0,0.5,1,1,1,14,50,5400.0
0,309,2,0,1960.0,0.4,1,1,1,11,38,6368.0
0,309,2,0,1963.0,0.2,1,1,2,19,48,5042.0
0,309,2,0,1964.0,0.67,0,1,2,25,50,4840.0
0,309,2,0,2019.0,0.57,1,1,2,10,43.5,7011.0
0,309,2,0,1959.0,0.5,0,1,1,20,49.2,5386.0
0,309,2,0,1963.0,0.43,1,1,2,14,52.5,5267.0
0,317,2,0,2019.0,0.5,1,1,2,7,52.5,5257.0
0,322,2,0,1976.0,0.6,1,1,2,9,61,2902.0
0,322,2,0,2004.0,0.8,1,1,2,20,56,3661.0
0,322,2,0,1994.0,1.0,0,1,2,20,45.5,3767.0
0,322,2,2,1987.0,1.0,0,1,1,20,63,2683.0
0,322,2,0,2004.0,0.5,1,1,2,20,51.5,3252.0
0,328,2,0,2017.0,0.5,0,1,2,10,53.5,4206.0
0,330,2,0,1962.0,1.0,0,1,2,19,45,3889.0
0,330,2,0,1982.0,0.67,0,1,1,27,46,3478.0
0,330,2,0,1991.0,1.0,1,1,1,5,48,4167.0
0,338,2,0,2004.0,0.5,0,0,1,19,48.5,3340.0
0,338,2,0,2004.0,1.0,0,0,2,17,48.5,3907.0
0,344,2,0,2019.0,0.44,1,1,2,10,43,5581.0
0,352,2,0,1972.0,0.5,0,1,1,13,54,1944.0
0,353,2,0,1969.0,1.0,0,1,2,17,55,2418.0
0,353,2,0,2021.0,0.57,1,0,2,7,43.5,4690.0
0,353,2,0,1970.0,0.83,1,1,2,11,49,2796.0
0,353,2,0,1970.0,0.67,1,1,2,19,55,2909.0
0,353,2,0,1963.0,1.0,0,1,2,19,46.5,3140.0
0,353,2,0,1969.0,0.33,0,1,1,17,46,2500.0
0,353,2,0,1970.0,0.33,1,1,1,19,48.5,2784.0
0,353,2,0,1969.0,1.0,0,1,2,19,55,2818.0
0,353,2,0,1970.0,0.4,1,1,2,19,46.5,3656.0
0,360,2,0,1975.0,1.0,0,1,1,16,56,4554.0
0,364,2,0,2006.0,0.67,1,1,2,19,50,3960.0
0,364,2,0,2005.0,0.2,1,1,2,20,48,3958.0
0,9,3,2,2013.0,0.5,0,1,2,16,80,3750.0
0,9,3,2,2012.0,0.5,0,1,2,11,74,3851.0
0,9,3,2,2017.0,1.0,0,0,2,10,70,4229.0
0,11,3,2,1995.0,-0.5,0,1,2,16,83,3476.0
0,13,3,0,1973.0,0.13,1,1,1,34,78.5,1529.0
0,14,3,0,2015.0,0.4,1,0,2,10,67.5,3378.0
0,14,3,0,2015.0,0.4,1,0,2,10,79,3418.0
0,14,3,0,2018.0,0.6,1,0,2,10,66.5,3714.0
0,15,3,0,1982.0,0.17,1,1,2,19,73,2616.0
0,16,3,0,2021.0,0.17,1,1,2,7,67,5537.0
0,16,3,0,1973.0,1.0,1,1,2,27,76,3289.0
0,16,3,0,2005.0,0.63,1,1,2,7,69,4203.0
0,16,3,0,2001.0,0.75,1,1,2,27,85.5,5298.0
0,16,3,0,1976.0,0.17,0,1,1,27,81.5,1840.0
0,16,3,0,2009.0,1.0,1,1,2,16,96.5,6943.0
0,16,3,0,2014.0,0.33,1,1,2,11,76.5,5098.0
0,16,3,0,2001.0,0.5,1,1,1,31,85.5,5029.0
0,24,3,0,2022.0,1.0,1,0,2,7,60,6725.0
0,25,3,2,2006.0,0.5,0,1,2,23,90,4944.0
0,36,3,0,1982.0,0.5,1,1,2,17,77.5,4645.0
0,36,3,0,1979.0,0.67,0,1,2,23,69.5,5036.0
0,36,3,0,1965.0,0.67,0,1,2,23,64.5,4481.0
0,36,3,0,1964.0,1.0,0,1,2,19,65,4600.0
0,36,3,0,1963.0,0.5,1,1,0,19,63.7,3846.0
0,36,3,0,1977.0,0.67,0,1,1,25,69,3377.0
0,36,3,0,1983.0,0.25,1,1,1,20,77,4221.0
0,49,3,0,1989.0,0.5,0,1,1,17,74,3392.0
0,49,3,0,1989.0,0.5,0,1,1,17,74,3392.0
0,49,3,2,1988.0,1.0,0,1,2,20,72,3931.0
0,49,3,2,1986.0,1.0,0,1,2,16,72,4236.0
0,52,3,0,1968.0,0.75,0,1,2,27,76.5,3399.0
0,52,3,0,1969.0,0.83,1,1,1,19,74,3108.0
0,52,3,0,1970.0,0.83,1,1,2,18,62,3677.0
0,52,3,0,1969.0,0.83,1,1,1,19,62,2984.0
0,62,3,2,2019.0,1.0,0,1,2,10,71,4296.0
0,62,3,2,2018.0,1.0,0,0,2,11,70,4100.0
0,62,3,2,2000.0,1.0,0,1,1,16,91,3703.0
0,62,3,2,2004.0,1.0,0,1,2,20,88.5,3785.0
0,68,3,2,2008.0,1.0,0,1,2,16,78.5,3325.0
0,76,3,0,1967.0,0.6,1,1,1,17,71.5,2413.0
0,76,3,0,1966.0,0.5,1,1,1,23,65.5,2382.0
0,76,3,0,1971.0,0.8,1,1,1,8,76,2434.0
0,76,3,0,1968.0,0.67,0,1,2,14,73,2877.0
0,76,3,0,2011.0,0.25,1,1,2,20,77.5,4258.0
0,76,3,0,1966.0,0.17,1,1,1,23,57.5,2826.0
0,77,3,2,2016.0,1.0,0,0,2,10,62.5,4000.0
0,80,3,2,2013.0,0.5,0,1,2,16,77,3961.0
0,80,3,2,2006.0,1.0,0,0,1,16,85,3235.0
0,82,3,2,1984.0,1.0,0,1,1,23,83,3470.0
0,86,3,2,1991.0,1.0,0,1,2,19,75,3933.0
0,86,3,2,1995.0,1.0,0,1,2,14,75,3733.0
0,86,3,2,2007.0,1.0,0,1,2,17,92.9,4774.0
0,86,3,2,1995.0,1.0,0,1,2,4,81,4321.0
0,86,3,2,1988.0,1.0,0,1,0,14,79,2759.0
0,86,3,2,1984.0,1.0,0,1,2,19,75,3413.0
0,86,3,0,1990.0,1.0,0,1,2,11,71.5,3147.0
0,86,3,2,1994.0,1.0,0,1,1,16,78,3205.0
0,87,3,2,2000.0,1.0,0,1,1,16,83.5,2874.0
0,88,3,0,1984.0,1.0,1,1,2,16,68,2426.0
0,89,3,0,1973.0,0.75,0,1,2,20,76.5,2980.0
0,89,3,0,1984.0,0.75,0,1,2,7,77,2987.0
0,89,3,0,1973.0,0.33,0,1,2,19,80.5,2422.0
0,89,3,0,1979.0,0.5,1,1,1,27,73,2397.0
0,89,3,0,1999.0,0.64,1,1,1,17,75.5,4702.0
0,89,3,0,2007.0,0.41,1,1,2,19,88,3750.0
0,89,3,0,1972.0,1.0,0,1,2,14,77,2208.0
0,89,3,0,1986.0,0.67,0,1,2,23,75.5,4834.0
0,89,3,0,1973.0,0.43,1,1,2,27,82,2927.0
0,89,3,0,1972.0,1.0,0,1,2,31,82,2000.0
0,89,3,0,1975.0,0.4,1,1,1,19,72,2014.0
0,98,3,2,2000.0,1.0,0,1,2,20,86,3965.0
0,120,3,2,2021.0,1.0,0,1,2,7,62.5,5384.0
0,120,3,2,2020.0,1.0,0,0,2,6,75,4527.0
0,124,3,0,1975.0,1.0,0,1,1,17,75,2227.0
0,124,3,2,1978.0,1.0,0,1,2,17,91,3462.0
0,124,3,0,1975.0,0.33,0,1,2,17,75,2933.0
0,128,3,2,2015.0,1.0,0,1,2,11,82,4134.0
0,128,3,2,1984.0,1.0,0,1,1,13,75,3333.0
0,128,3,2,1985.0,1.0,0,1,2,20,75,3467.0
0,128,3,2,1986.0,0.5,0,1,2,23,78.5,3885.0
0,128,3,2,2016.0,1.0,0,1,2,10,54,6667.0
0,129,3,0,2009.0,0.25,1,1,2,14,66,3824.0
0,133,3,2,1983.0,1.0,0,1,2,9,69,4203.0
0,137,3,2,1976.0,0.5,0,1,1,9,84,2321.0
0,137,3,2,1984.0,1.0,0,1,2,19,74.5,2980.0
0,137,3,2,1995.0,1.0,0,1,1,19,56,4196.0
0,137,3,2,1977.0,0.5,0,1,2,19,63,3492.0
0,137,3,2,1978.0,0.5,0,1,2,14,80.5,2261.0
0,137,3,2,1977.0,1.0,0,1,1,20,80,2750.0
0,138,3,0,1987.0,0.33,0,1,2,23,76,3684.0
0,138,3,2,1990.0,0.5,0,1,2,14,81.5,3804.0
0,138,3,2,1999.0,0.5,0,1,2,14,88,3955.0
0,144,3,0,1980.0,-0.2,0,1,0,14,104.5,1962.0
0,144,3,0,2002.0,1.0,1,1,2,17,81.5,4712.0
0,144,3,0,1975.0,1.0,1,1,2,27,62,2323.0
0,144,3,0,1995.0,0.2,1,1,2,19,73,3945.0
0,144,3,0,2010.0,0.76,1,1,2,9,76.5,5216.0
0,144,3,0,2003.0,0.8,1,1,2,14,64,5156.0
0,144,3,0,1987.0,1.0,1,1,2,13,86,4070.0
0,144,3,0,2003.0,1.0,1,1,2,17,76,4500.0
0,144,3,0,1986.0,0.33,1,1,1,14,73.5,2993.0
0,144,3,0,2003.0,1.0,1,1,2,14,69.5,4777.0
0,144,3,0,2019.0,1.0,1,1,2,10,64.5,5225.0
0,144,3,0,1988.0,0.33,1,1,2,27,79.5,2868.0
0,144,3,0,2003.0,0.4,1,1,2,14,64,5281.0
0,144,3,0,2010.0,0.86,1,1,2,9,77.5,5484.0
0,144,3,0,2009.0,0.4,1,1,1,17,78.5,4650.0
0,144,3,0,1990.0,0.2,1,1,1,11,74.5,2685.0
0,144,3,0,2003.0,0.67,1,1,2,14,69,5029.0
0,144,3,2,2017.0,0.5,0,1,2,10,74,5216.0
0,144,3,0,2013.0,0.13,1,1,2,11,69,5101.0
0,145,3,0,1992.0,1.0,1,1,2,11,70,3714.0
0,146,3,0,1980.0,0.67,0,1,2,27,71.5,3287.0
0,148,3,0,2019.0,0.75,1,1,2,10,57,5614.0
0,150,3,2,1994.0,1.0,0,1,2,23,73,4425.0
0,150,3,0,2000.0,1.0,0,1,2,19,62.5,4000.0
0,150,3,2,1996.0,1.0,0,1,2,24,76,3882.0
0,150,3,2,2019.0,0.5,0,1,2,7,76,4829.0
0,150,3,2,1997.0,1.0,0,1,2,16,76.5,4510.0
0,150,3,2,2012.0,1.0,0,1,2,8,97,5052.0
0,152,3,2,2013.0,0.5,0,1,2,1,122,4902.0
0,152,3,0,1982.0,1.0,0,1,1,19,83.5,1976.0
0,152,3,0,1971.0,0.67,0,1,1,18,65,2615.0
0,154,3,0,1962.0,0.67,0,1,2,31,60,3333.0
0,154,3,0,2014.0,0.25,1,1,2,7,61.2,4706.0
0,154,3,0,1962.0,0.83,0,1,1,23,66,2727.0
0,154,3,0,1964.0,0.4,1,1,1,31,66,2379.0
0,154,3,0,1962.0,1.0,0,1,2,23,70,2757.0
0,154,3,0,1962.0,0.67,1,1,2,23,66,2848.0
0,154,3,0,1962.0,0.83,1,1,1,23,66,2636.0
0,165,3,2,1984.0,1.0,0,1,2,23,81,4025.0
0,165,3,2,1982.0,1.0,0,1,0,1,83,2771.0
